round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,1.7640931396671504,2.7477274286263045,"{'J': 0.5964826575476306, 'F': 0.4035173424523693}","{'J': 0.3997557997557998, 'F': 0.6002442002442002}",5.6,6.4
2,F,F,4.095494747558308,4.500233091231678,"{'J': 0.34147532975085493, 'F': 0.6585246702491451}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",4.8,7.0
3,J,J,6.372826266265012,6.912930680500359,"{'J': 0.562133072407045, 'F': 0.437866927592955}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",4.2,6.8
4,F,F,8.549668279014291,8.955742615190363,"{'J': 0.41872402835492545, 'F': 0.5812759716450746}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",6.4,5.8
5,J,J,10.831655825517966,11.520826993177966,"{'J': 0.6187683284457478, 'F': 0.3812316715542522}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",6.4,7.0
6,F,F,13.069485792069518,13.719488816430355,"{'J': 0.48032265949645564, 'F': 0.5196773405035444}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",6.0,7.2
7,J,J,15.288389200817114,16.264070450811253,"{'J': 0.6001955034213099, 'F': 0.3998044965786901}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",6.0,5.6
8,F,F,17.36770247066396,18.518611697552416,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",5.8,6.8
9,J,J,19.59365868578024,21.070171183280607,"{'J': 0.6039579770339604, 'F': 0.3960420229660396}","{'J': 0.5388373229115779, 'F': 0.46116267708842207}",5.4,6.4
10,J,F,21.71723857827963,23.408026973654415,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.46875, 'F': 0.53125}",6.0,5.0
