round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,2.274124512643641,2.467089827738903,"{'J': 0.5813385442110406, 'F': 0.41866145578895947}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",3.2,3.0
2,F,J,4.713088893543506,4.438765225220752,"{'J': 0.43010752688172044, 'F': 0.5698924731182796}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",4.4,1.8
3,F,J,7.045567526022138,6.653417239872767,"{'J': 0.5, 'F': 0.5}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",1.0,3.4
4,J,J,9.320816426584074,8.947658169508731,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.515625, 'F': 0.484375}",2.0,1.8
5,J,F,11.526155572687177,11.250085713486254,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.4921875, 'F': 0.5078125}",1.0,4.6
6,F,F,13.748811822687177,13.511804463486254,"{'J': 0.5, 'F': 0.5}","{'J': 0.4921875, 'F': 0.5078125}",5.0,1.0
7,J,J,16.085031538486767,15.980615845341113,"{'J': 0.5925744992672203, 'F': 0.40742550073277967}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",5.0,2.2
8,J,J,18.301706343174267,18.334009400028613,"{'J': 0.53125, 'F': 0.46875}","{'J': 0.50390625, 'F': 0.49609375}",2.0,1.8
9,F,F,20.543268950287814,20.57678376061387,"{'J': 0.49621304666503785, 'F': 0.5037869533349622}","{'J': 0.495970695970696, 'F': 0.504029304029304}",4.2,2.0
10,J,J,22.842517798926014,23.103880861526314,"{'J': 0.6077186126038104, 'F': 0.39228138739618956}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",3.4,2.0
