round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,2.6408884927756313,1.247499259151879,"{'J': 0.2094784414315378, 'F': 0.7905215585684622}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",2.4,3.2
2,F,J,5.231512731327932,3.08336042979993,"{'J': 0.4035173424523693, 'F': 0.5964826575476306}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",1.0,2.4
3,F,J,7.848227792557575,4.8353954714887815,"{'J': 0.3776257938446507, 'F': 0.6223742061553493}","{'J': 0.550561797752809, 'F': 0.449438202247191}",3.4,1.8
4,F,J,10.443303837690408,6.712347432596211,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.5622862725940401, 'F': 0.43771372740595993}",3.4,3.0
5,F,J,13.131323769774824,8.62679658329353,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",1.8,1.4
6,F,J,15.846710281521613,10.57276443358453,"{'J': 0.46116267708842207, 'F': 0.5388373229115779}","{'J': 0.6150464093795799, 'F': 0.3849535906204201}",3.0,1.6
7,F,J,18.614028128956704,12.476166953010498,"{'J': 0.45334636052760136, 'F': 0.5466536394723986}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",4.6,1.8
8,F,J,21.34903662586066,14.403430949937416,"{'J': 0.4572545188080117, 'F': 0.5427454811919883}","{'J': 0.6188034188034188, 'F': 0.3811965811965812}",1.8,1.8
9,F,J,24.12361427098056,16.35549695916024,"{'J': 0.4725274725274725, 'F': 0.5274725274725275}","{'J': 0.6370297997068881, 'F': 0.3629702002931119}",2.6,1.8
10,F,J,26.940419351586325,18.362580496043485,"{'J': 0.5, 'F': 0.5}","{'J': 0.6619443087445042, 'F': 0.33805569125549584}",3.4,1.0
