round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,2.009814507544449,2.994422374634603,"{'J': 0.7280723185927193, 'F': 0.27192768140728074}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",6.8,6.6
2,F,F,4.370262335161163,4.704971783040749,"{'J': 0.3310513447432763, 'F': 0.6689486552567238}","{'J': 0.4610310285853897, 'F': 0.5389689714146103}",4.8,5.8
3,J,J,6.70184529015429,7.313963988157143,"{'J': 0.6442920137187653, 'F': 0.3557079862812347}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",6.0,4.8
4,F,F,8.840015407315429,9.451867748565062,"{'J': 0.44547677261613694, 'F': 0.5545232273838631}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",6.2,5.0
5,J,J,11.157400224349894,12.193608878956118,"{'J': 0.6925898752751284, 'F': 0.3074101247248716}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",4.8,5.8
6,J,F,13.316052218770537,14.528286637464246,"{'J': 0.5157817470026914, 'F': 0.48421825299730853}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",5.8,6.4
7,J,J,15.545646489479262,17.118454353039716,"{'J': 0.6187683284457478, 'F': 0.3812316715542522}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",6.0,6.0
8,J,F,17.660785983651156,19.658908472111793,"{'J': 0.5812759716450746, 'F': 0.41872402835492545}","{'J': 0.49621304666503785, 'F': 0.5037869533349622}",6.0,5.4
9,J,J,19.864609793997044,22.189849305558127,"{'J': 0.5926650366748166, 'F': 0.4073349633251834}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",6.8,7.4
10,J,J,22.068350766544132,24.72097850190194,"{'J': 0.5927192768140728, 'F': 0.4072807231859272}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",5.0,5.6
