round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,2.2567902937538435,2.505935384130004,"{'J': 0.5925744992672203, 'F': 0.40742550073277967}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",1.8,3.8
2,F,F,4.469949949208278,4.602247340374107,"{'J': 0.44170129552676607, 'F': 0.5582987044732339}","{'J': 0.4650708353688324, 'F': 0.5349291646311676}",4.8,3.0
3,J,J,6.76496815967794,6.975022494089348,"{'J': 0.5506112469437653, 'F': 0.4493887530562347}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",4.4,2.0
4,J,F,8.833331561093644,9.393975247110841,"{'J': 0.5312805474095796, 'F': 0.4687194525904203}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",1.8,4.4
5,F,F,11.00085292861501,11.679323232458827,"{'J': 0.5, 'F': 0.5}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",4.2,1.6
6,J,F,13.1455906460378,14.097669931773032,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",5.6,2.8
7,J,F,15.315210751141777,16.40468131942958,"{'J': 0.5078201368523949, 'F': 0.4921798631476051}","{'J': 0.48034188034188036, 'F': 0.5196581196581197}",2.0,1.8
8,F,F,17.575932308271835,18.549322144304952,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",5.6,4.6
9,J,J,19.783359359861073,20.950334853573647,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",3.8,2.6
10,F,J,22.04746192396364,23.19429089752969,"{'J': 0.5, 'F': 0.5}","{'J': 0.504029304029304, 'F': 0.495970695970696}",2.0,5.0
