round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.3931014400344144,2.315610396303779,"{'J': 0.4072807231859272, 'F': 0.5927192768140728}","{'J': 0.22277893193205425, 'F': 0.7772210680679458}",1.4,1.4
2,F,F,3.5640666719442105,4.429018094120066,"{'J': 0.44170129552676607, 'F': 0.5582987044732339}","{'J': 0.45321280234546785, 'F': 0.5467871976545321}",4.0,3.2
3,F,F,5.592803094919589,6.34778384260864,"{'J': 0.3592375366568915, 'F': 0.6407624633431085}","{'J': 0.3812316715542522, 'F': 0.6187683284457478}",3.4,1.8
4,F,F,7.716209496104643,8.32069821411576,"{'J': 0.3885630498533724, 'F': 0.6114369501466276}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",1.8,2.0
5,F,F,9.745038367545376,10.329976743425506,"{'J': 0.3885630498533724, 'F': 0.6114369501466276}","{'J': 0.3924731182795699, 'F': 0.6075268817204301}",1.8,1.4
6,F,F,11.757319394489635,12.38060651381882,"{'J': 0.39995113608600047, 'F': 0.6000488639139995}","{'J': 0.39228138739618956, 'F': 0.6077186126038104}",2.2,1.8
7,F,F,13.762237542354974,14.538025925961904,"{'J': 0.4340175953079179, 'F': 0.5659824046920822}","{'J': 0.4035173424523693, 'F': 0.5964826575476306}",1.0,2.0
8,F,F,15.737987004869822,16.62541105130429,"{'J': 0.4072807231859272, 'F': 0.5927192768140728}","{'J': 0.3849535906204201, 'F': 0.6150464093795799}",1.8,1.0
9,F,F,17.804780345143456,18.76970002761962,"{'J': 0.43792766373411535, 'F': 0.5620723362658846}","{'J': 0.4224285365257757, 'F': 0.5775714634742243}",1.8,1.8
10,F,F,19.81320557986305,20.890512264538092,"{'J': 0.4224285365257757, 'F': 0.5775714634742243}","{'J': 0.39995113608600047, 'F': 0.6000488639139995}",1.6,1.8
