round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,2.1481619756394172,2.225685995523474,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",5.4,4.6
2,J,J,4.551664991998384,4.591489897091751,"{'J': 0.5659824046920822, 'F': 0.4340175953079179}","{'J': 0.5735222276502199, 'F': 0.4264777723497802}",5.0,6.2
3,F,F,6.738583792640062,6.777759686558975,"{'J': 0.4687194525904203, 'F': 0.5312805474095796}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",6.4,3.8
4,J,J,9.081218625473989,9.139523931997715,"{'J': 0.5543876802737717, 'F': 0.4456123197262283}","{'J': 0.550561797752809, 'F': 0.449438202247191}",6.2,5.6
5,F,F,11.266058874830367,11.38353977278775,"{'J': 0.48826979472140764, 'F': 0.5117302052785924}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",4.4,4.6
6,J,J,13.52736907629816,13.856384975407863,"{'J': 0.5812759716450746, 'F': 0.41872402835492545}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",5.8,4.6
7,J,F,15.67838364734536,16.182713167521857,"{'J': 0.5117302052785924, 'F': 0.48826979472140764}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",5.8,4.2
8,J,J,18.015080016871188,18.46141229836036,"{'J': 0.5234604105571847, 'F': 0.47653958944281527}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",4.4,6.0
9,F,J,20.279182580973753,20.705368342316405,"{'J': 0.5, 'F': 0.5}","{'J': 0.504029304029304, 'F': 0.495970695970696}",4.2,6.0
10,F,F,22.558508094170236,22.886942144857947,"{'J': 0.4804496578690127, 'F': 0.5195503421309873}","{'J': 0.5, 'F': 0.5}",6.0,5.0
