round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,3.293315527646363,1.3725513323419212,"{'J': 0.331214861891958, 'F': 0.6687851381080421}","{'J': 0.7153677009528463, 'F': 0.2846322990471537}",2.0,3.4
2,F,J,6.232375829459182,3.2867436718815815,"{'J': 0.4843444227005871, 'F': 0.5156555772994129}","{'J': 0.6893180151552187, 'F': 0.3106819848447812}",3.8,1.4
3,F,J,9.158906059695656,5.052812998857826,"{'J': 0.42626559060895086, 'F': 0.5737344093910491}","{'J': 0.658357771260997, 'F': 0.3416422287390029}",2.4,1.4
4,F,J,12.133802044758488,6.840855621756182,"{'J': 0.4418377321603128, 'F': 0.5581622678396871}","{'J': 0.679208404593208, 'F': 0.3207915954067921}",3.2,2.0
5,F,J,14.958035204793845,8.64756605941356,"{'J': 0.426197458455523, 'F': 0.5738025415444771}","{'J': 0.6297020029311187, 'F': 0.3702979970688813}",4.0,2.4
6,F,J,17.929259184923872,10.36522251695418,"{'J': 0.41481300415546324, 'F': 0.5851869958445368}","{'J': 0.6655265086733447, 'F': 0.33447349132665527}",3.6,1.8
7,F,J,20.836848699815725,12.107990877733267,"{'J': 0.41481300415546324, 'F': 0.5851869958445368}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",3.2,1.0
8,F,J,23.60059064676047,13.907919820309987,"{'J': 0.4149560117302053, 'F': 0.5850439882697948}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",3.6,2.8
9,F,J,26.40940789512475,15.679886031331607,"{'J': 0.41124694376528115, 'F': 0.5887530562347189}","{'J': 0.6186171512338138, 'F': 0.38138284876618617}",2.6,2.6
10,F,J,29.212124652262553,17.46459651383617,"{'J': 0.41501589630716557, 'F': 0.5849841036928344}","{'J': 0.6186171512338138, 'F': 0.38138284876618617}",1.8,1.4
