round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,2.2625603016609674,1.9754690553248655,"{'J': 0.40742550073277967, 'F': 0.5925744992672203}","{'J': 0.46484375, 'F': 0.53515625}",3.6,1.0
2,J,J,4.636548005436744,4.4063649486782985,"{'J': 0.5850439882697948, 'F': 0.4149560117302053}","{'J': 0.5736623503542634, 'F': 0.4263376496457366}",4.4,3.4
3,F,F,6.923868143367532,6.461008302393465,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",1.0,2.0
4,J,J,9.190779324364112,8.824459389349986,"{'J': 0.5427454811919883, 'F': 0.4572545188080117}","{'J': 0.5234375, 'F': 0.4765625}",2.0,1.8
5,F,J,11.515875744698628,10.952974613103304,"{'J': 0.4686202686202686, 'F': 0.5313797313797314}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",1.8,3.8
6,J,J,13.79532997653381,13.212892825402468,"{'J': 0.5079365079365079, 'F': 0.49206349206349204}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",2.0,3.4
7,J,J,16.117786166813115,15.475557841793357,"{'J': 0.5155142926948448, 'F': 0.48448570730515517}","{'J': 0.5274725274725275, 'F': 0.4725274725274725}",2.0,2.6
8,F,J,18.42874036450076,17.61061179346104,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.504029304029304, 'F': 0.495970695970696}",1.8,2.4
9,J,J,20.72990787793312,19.871514606477216,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",2.6,1.2
10,F,J,23.031437036605134,22.054606646712113,"{'J': 0.48424908424908425, 'F': 0.5157509157509158}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",1.0,2.4
