round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.63855340426769,1.5848293505436364,"{'J': 0.21465201465201464, 'F': 0.7853479853479853}","{'J': 0.2253968253968254, 'F': 0.7746031746031746}",3.4,4.4
2,J,F,3.4465873341873063,4.300506060279315,"{'J': 0.5925744992672203, 'F': 0.40742550073277967}","{'J': 0.41104594330400784, 'F': 0.5889540566959922}",3.8,4.2
3,J,F,5.430890607460834,6.923046766581292,"{'J': 0.5888101636941119, 'F': 0.4111898363058881}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",2.4,4.4
4,J,F,7.48735309961626,9.289986137003295,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.44950980392156864, 'F': 0.5504901960784314}",3.8,3.2
5,F,F,9.683994829435564,11.506708130303096,"{'J': 0.4805765941851942, 'F': 0.5194234058148057}","{'J': 0.476560541489095, 'F': 0.523439458510905}",2.4,3.6
6,J,F,11.897244596167385,13.816870513491422,"{'J': 0.5155142926948448, 'F': 0.48448570730515517}","{'J': 0.4961317694035438, 'F': 0.5038682305964562}",2.2,3.6
7,J,J,14.128996317293893,16.18538443089372,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.5116165321594522, 'F': 0.4883834678405478}",2.4,3.6
8,F,F,16.378924492831985,18.35713034403259,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.48839482042511606, 'F': 0.5116051795748839}",3.2,3.2
9,J,J,18.648419964221652,20.76323103921926,"{'J': 0.5584702132875705, 'F': 0.44152978671242954}","{'J': 0.5311491685281707, 'F': 0.46885083147182927}",3.8,3.8
10,F,F,20.88037762856034,22.976288854756735,"{'J': 0.4844553243574051, 'F': 0.5155446756425949}","{'J': 0.48823529411764705, 'F': 0.5117647058823529}",4.4,3.4
