round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,5.291476342915682,8.757969605298587,"{'J': 0.9678915883286534, 'F': 0.0321084116713466}","{'J': 0.47267826513109534, 'F': 0.5273217348689047}",6.0,6.8,6.0,4.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
2,F,F,11.196344764604,14.66244911367351,"{'J': 0.4804496578690127, 'F': 0.5195503421309873}","{'J': 0.4805052169137836, 'F': 0.5194947830862163}",6.0,6.0,6.0,5.0,7.0,8.0,4.0,6.0,5.0,7.0,8.0,4.0
3,J,J,17.23902594161996,21.345425686798396,"{'J': 0.6150464093795799, 'F': 0.3849535906204201}","{'J': 0.5235756385068763, 'F': 0.4764243614931238}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
4,J,F,22.66396178182378,27.747707608865255,"{'J': 0.5582191780821918, 'F': 0.4417808219178082}","{'J': 0.4185983092446141, 'F': 0.5814016907553858}",6.0,6.0,6.0,4.0,7.0,8.0,5.0,6.0,5.0,7.0,8.0,4.0
5,J,F,28.082381498236614,34.356576018299705,"{'J': 0.5962854349951124, 'F': 0.40371456500488756}","{'J': 0.42622133599202394, 'F': 0.5737786640079761}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,6.0,5.0,7.0,8.0,4.0
6,J,F,33.36435226936594,40.934588062698396,"{'J': 0.5888399412628488, 'F': 0.4111600587371512}","{'J': 0.4036911879386535, 'F': 0.5963088120613464}",5.2,6.0,4.0,5.0,6.0,8.0,3.0,6.0,5.0,7.0,8.0,4.0
7,J,F,38.98607806899442,47.53122957852629,"{'J': 0.5964311904179908, 'F': 0.4035688095820093}","{'J': 0.45715751667521803, 'F': 0.5428424833247819}",6.0,6.0,6.0,5.0,7.0,8.0,4.0,6.0,5.0,7.0,8.0,4.0
8,J,F,44.65169862489791,54.038518329317796,"{'J': 0.5812133072407045, 'F': 0.4187866927592955}","{'J': 0.46097499368527406, 'F': 0.5390250063147259}",5.2,5.2,4.0,5.0,6.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
9,J,F,49.9938170675419,60.57170994561868,"{'J': 0.5812759716450746, 'F': 0.41872402835492545}","{'J': 0.4111226611226611, 'F': 0.5888773388773388}",5.2,6.0,4.0,5.0,6.0,8.0,3.0,6.0,5.0,7.0,8.0,4.0
10,J,F,55.83891510675758,67.50112171032455,"{'J': 0.6549019607843137, 'F': 0.34509803921568627}","{'J': 0.5, 'F': 0.5}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
