round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,5.9993713751526245,6.796840659340659,"{'J': 0.6334554334554334, 'F': 0.3665445665445665}","{'J': 0.51953125, 'F': 0.48046875}",5.6,5.6
2,F,F,11.172398636327692,11.589924841634538,"{'J': 0.12588609142019067, 'F': 0.8741139085798093}","{'J': 0.18016367411750336, 'F': 0.8198363258824967}",7.0,6.0
3,F,F,17.02769410961645,17.121760286395272,"{'J': 0.41104594330400784, 'F': 0.5889540566959922}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",6.2,6.4
4,J,J,23.044359926086813,23.164093439844965,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.504029304029304, 'F': 0.495970695970696}",5.4,5.4
5,F,F,28.72953845054233,28.903018326498234,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",6.0,5.6
6,F,F,34.51996346275532,34.9379474911294,"{'J': 0.5, 'F': 0.5}","{'J': 0.4650708353688324, 'F': 0.5349291646311676}",5.4,4.0
7,J,F,40.47317626510079,41.21867067705659,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.5, 'F': 0.5}",5.6,4.6
8,J,F,46.39805793119917,47.252966999405686,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",7.2,4.2
9,J,F,52.30961424686005,53.4928616705244,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",5.8,5.6
10,J,J,58.29791303486573,59.8616088111328,"{'J': 0.5622862725940401, 'F': 0.43771372740595993}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",7.0,6.2
