round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,5.6305110625419665,4.549726476658833,"{'J': 0.17323892076669514, 'F': 0.8267610792333049}","{'J': 0.32763671875, 'F': 0.67236328125}",2.8,3.2
2,J,J,11.774296357108511,11.043144516951873,"{'J': 0.5851037851037851, 'F': 0.4148962148962149}","{'J': 0.53515625, 'F': 0.46484375}",3.6,3.4
3,F,F,17.610202155602096,16.66361309023784,"{'J': 0.4264777723497802, 'F': 0.5735222276502199}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",2.8,3.4
4,J,J,23.850901366548378,22.959026517109862,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",3.8,2.8
5,F,F,29.701359077973358,28.512976101152265,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",4.4,3.0
6,J,J,35.969939024325654,34.565236981454184,"{'J': 0.5157509157509158, 'F': 0.48424908424908425}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",4.0,3.6
7,F,F,41.992216573165706,40.17980886790107,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.4921875, 'F': 0.5078125}",3.4,4.4
8,J,J,48.362749703933325,46.387167204619445,"{'J': 0.5427454811919883, 'F': 0.4572545188080117}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",3.4,4.4
9,F,J,54.493842309244684,52.27128464967439,"{'J': 0.48424908424908425, 'F': 0.5157509157509158}","{'J': 0.51953125, 'F': 0.48046875}",3.8,1.8
10,F,J,60.78229254434856,58.150253425565495,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",1.8,3.4
