round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,4.163057843857334,6.102707122811797,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.16452913155001833, 'F': 0.8354708684499816}",3.6,2.2
2,J,F,9.632743870070737,14.30245450897606,"{'J': 0.87058535989246, 'F': 0.12941464010754003}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",3.6,1.8
3,J,J,15.551710217334307,21.273770519528327,"{'J': 0.6619408457589832, 'F': 0.33805915424101685}","{'J': 0.5116051795748839, 'F': 0.48839482042511606}",1.8,1.8
4,J,F,21.451121667307554,27.58267010932679,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",2.0,2.0
5,J,F,27.2766474523839,33.89973531627964,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.48034188034188036, 'F': 0.5196581196581197}",2.0,3.4
6,J,F,33.03436956805531,40.20208812448066,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",1.8,2.6
7,J,F,38.7047389935422,46.47089428665539,"{'J': 0.5388373229115779, 'F': 0.46116267708842207}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",1.8,1.8
8,J,F,44.51155895890301,52.76761736086635,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",4.0,2.2
9,J,J,50.5168372286262,59.01916975714708,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",4.2,1.8
10,F,F,56.25956872141877,65.06204784168165,"{'J': 0.5, 'F': 0.5}","{'J': 0.4571219154654288, 'F': 0.5428780845345712}",1.8,1.2
