round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,6.47395488900655,6.734981690361844,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",1.8,1.8
2,J,J,13.017234255946033,12.82183291531446,"{'J': 0.5273704789833822, 'F': 0.4726295210166178}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",1.0,3.2
3,J,J,19.018641644062434,18.958362807769102,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.504029304029304, 'F': 0.495970695970696}",1.0,1.0
4,J,F,25.00703646448755,25.027993885218407,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.5, 'F': 0.5}",2.8,1.0
5,J,J,31.17201757712491,31.35457355554808,"{'J': 0.5582417582417583, 'F': 0.44175824175824174}","{'J': 0.53515625, 'F': 0.46484375}",3.0,1.0
6,J,J,37.26604236950401,38.03517321358423,"{'J': 0.6150464093795799, 'F': 0.3849535906204201}","{'J': 0.53125, 'F': 0.46875}",2.6,1.8
7,J,J,43.23261019321469,44.54191197746585,"{'J': 0.5851037851037851, 'F': 0.4148962148962149}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",1.4,1.0
8,J,J,49.45073153274692,51.262720175815865,"{'J': 0.6223742061553493, 'F': 0.3776257938446507}","{'J': 0.550561797752809, 'F': 0.449438202247191}",2.6,2.4
9,J,J,55.78351973226685,58.77655944122915,"{'J': 0.7461519667725385, 'F': 0.2538480332274615}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",2.0,2.0
10,J,J,61.89669928965886,65.9395680166964,"{'J': 0.6927210552027357, 'F': 0.3072789447972643}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",1.8,1.4
