round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,6.553055097754659,5.360601684588007,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.5852467024914509, 'F': 0.4147532975085491}",4.0,3.6
2,F,J,12.95167813771657,11.270322888812021,"{'J': 0.49621304666503785, 'F': 0.5037869533349622}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",3.2,4.0
3,F,J,19.14137162286682,16.753039726878153,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",4.6,3.8
4,F,J,25.775982455927327,22.442922163452042,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.6038104543234001, 'F': 0.3961895456765999}",3.8,1.0
5,F,J,32.40071336741935,27.957296873039258,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",3.8,1.8
6,F,J,38.94575918850913,33.714308506094845,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.589010989010989, 'F': 0.41098901098901097}",3.4,1.8
7,F,J,45.49080500959891,39.471320139150436,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.589010989010989, 'F': 0.41098901098901097}",3.2,3.2
8,J,J,52.13569156743124,45.39038153696122,"{'J': 0.504029304029304, 'F': 0.495970695970696}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",3.4,3.8
9,F,F,58.07369109025017,50.54416429496991,"{'J': 0.3452235524065478, 'F': 0.6547764475934522}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",4.0,3.6
10,F,J,64.23144812917815,56.239382016887454,"{'J': 0.45334636052760136, 'F': 0.5466536394723986}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",3.4,3.4
