round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,5.853035273802033,7.2166029649439025,"{'J': 0.7024914509037616, 'F': 0.2975085490962384}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",5.6,6.2
2,F,F,11.683195381066014,12.305448036847576,"{'J': 0.32420537897310514, 'F': 0.6757946210268949}","{'J': 0.43010752688172044, 'F': 0.5698924731182796}",4.6,6.0
3,J,J,17.81332832520885,18.706276070465805,"{'J': 0.5698214722426022, 'F': 0.4301785277573979}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",3.8,5.2
4,J,J,23.896578248366403,25.088075193924567,"{'J': 0.5659824046920822, 'F': 0.4340175953079179}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",2.0,6.2
5,J,J,29.99287383349028,31.746374213852018,"{'J': 0.6114369501466276, 'F': 0.3885630498533724}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",6.2,5.6
6,J,J,36.0308269561356,38.27104189266564,"{'J': 0.5889540566959922, 'F': 0.41104594330400784}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",5.6,5.2
7,J,J,42.00028020166518,44.91298657611115,"{'J': 0.6076753849914447, 'F': 0.39232461500855537}","{'J': 0.5116051795748839, 'F': 0.48839482042511606}",5.2,6.4
8,J,J,48.08767948696331,51.45711310680011,"{'J': 0.5927192768140728, 'F': 0.4072807231859272}","{'J': 0.5274725274725275, 'F': 0.4725274725274725}",4.4,4.0
9,J,J,54.187154331242425,58.091220906899416,"{'J': 0.6075268817204301, 'F': 0.3924731182795699}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",6.6,5.8
10,J,J,60.48097019280022,64.83269198062855,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",5.4,5.0
