round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,5.75717646901325,6.824680627466205,"{'J': 0.636986301369863, 'F': 0.363013698630137}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",5.8,7.2
2,J,J,11.99702287947616,12.928577977051315,"{'J': 0.5234567901234568, 'F': 0.4765432098765432}","{'J': 0.5428780845345712, 'F': 0.4571219154654288}",7.8,5.8
3,F,J,18.28727871423529,18.430387771575326,"{'J': 0.42633382280959375, 'F': 0.5736661771904062}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",8.5,7.0
4,J,J,24.75729348443759,24.57736704315078,"{'J': 0.5351906158357771, 'F': 0.46480938416422285}","{'J': 0.5813385442110406, 'F': 0.41866145578895947}",3.0,7.2
5,F,F,30.85981576268201,29.84916775250847,"{'J': 0.37753853682407634, 'F': 0.6224614631759237}","{'J': 0.49621304666503785, 'F': 0.5037869533349622}",7.8,6.6
6,J,J,37.43916786675022,36.99971567443654,"{'J': 0.6893180151552187, 'F': 0.3106819848447812}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",4.8,6.8
7,F,J,43.68920704810459,42.48816821379162,"{'J': 0.42235265346050377, 'F': 0.5776473465394962}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",6.4,7.8
8,J,J,50.10158808111795,49.36552311857922,"{'J': 0.6477633830359325, 'F': 0.35223661696406744}","{'J': 0.5813385442110406, 'F': 0.41866145578895947}",7.0,7.0
9,J,J,56.21468177110532,55.53425300789027,"{'J': 0.5312805474095796, 'F': 0.4687194525904203}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",6.6,8.6
10,J,J,62.33906528234193,61.794839960269464,"{'J': 0.5466992665036675, 'F': 0.45330073349633254}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",7.8,6.4
