round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,5.81395064744686,7.116296115318836,"{'J': 0.6860493525531395, 'F': 0.3139506474468605}","{'J': 0.5, 'F': 0.5}",7.2,7.2
2,F,J,11.978230853728768,12.924760094816776,"{'J': 0.4726295210166178, 'F': 0.5273704789833822}","{'J': 0.5234604105571847, 'F': 0.47653958944281527}",7.6,7.8
3,J,F,17.89896807848839,19.254530390246824,"{'J': 0.5545232273838631, 'F': 0.44547677261613694}","{'J': 0.49608993157380255, 'F': 0.5039100684261975}",7.666666666666667,7.75
4,J,J,24.232801741975205,25.589325226849184,"{'J': 0.5622862725940401, 'F': 0.43771372740595993}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",7.8,5.0
5,F,F,29.82465694429832,31.532594007751847,"{'J': 0.47653958944281527, 'F': 0.5234604105571847}","{'J': 0.4263376496457366, 'F': 0.5736623503542634}",7.222222222222222,5.0
6,J,J,36.073713875393715,38.45805499408389,"{'J': 0.6549278552213255, 'F': 0.3450721447786745}","{'J': 0.5582987044732339, 'F': 0.44170129552676607}",7.6,6.8
7,J,F,41.718326186938135,44.83826862052267,"{'J': 0.5582987044732339, 'F': 0.44170129552676607}","{'J': 0.45321280234546785, 'F': 0.5467871976545321}",7.8,7.2
8,J,F,47.59446875997241,51.15052162600258,"{'J': 0.550696310774493, 'F': 0.44930368922550695}","{'J': 0.48839482042511606, 'F': 0.5116051795748839}",7.2,7.4
9,J,F,53.318995698294735,57.73973803367379,"{'J': 0.5962854349951124, 'F': 0.40371456500488756}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",7.8,7.8
10,J,F,59.08807214882575,64.5001124802828,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",7.6,6.4
