round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,6.066056166056166,5.603663003663003,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.5, 'F': 0.5}",4.0,4.6
2,J,J,12.278997832774067,11.734513294861726,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",3.6,2.6
3,F,F,18.3372965372473,17.384721068022323,"{'J': 0.44170129552676607, 'F': 0.5582987044732339}","{'J': 0.5, 'F': 0.5}",3.0,1.8
4,J,J,24.568114525377144,23.370126735233278,"{'J': 0.5039100684261975, 'F': 0.49608993157380255}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",3.8,3.2
5,F,J,30.683747487577417,29.212175654633775,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",4.6,3.2
6,J,J,36.77128423619406,35.24332845817847,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",4.4,3.6
7,F,F,42.79070764200887,41.126788023289635,"{'J': 0.4805765941851942, 'F': 0.5194234058148057}","{'J': 0.5, 'F': 0.5}",5.0,3.6
8,J,J,48.97338209546396,47.30946247674473,"{'J': 0.5350598582946494, 'F': 0.4649401417053506}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",3.8,3.6
9,J,J,55.221226216952495,53.339324486913526,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",3.2,2.0
10,J,J,61.34440794079782,59.4360309731324,"{'J': 0.5195503421309873, 'F': 0.4804496578690127}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",3.8,3.0
