round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,8.69359439377399,8.787691774952753,"{'J': 0.8840508806262231, 'F': 0.1159491193737769}","{'J': 0.8706083976006855, 'F': 0.1293916023993145}",7.2,6.0
2,F,F,14.175834295530297,13.82639600712656,"{'J': 0.2782799902272172, 'F': 0.7217200097727828}","{'J': 0.3416422287390029, 'F': 0.658357771260997}",7.6,6.4
3,J,J,21.03350790803227,21.43377929781893,"{'J': 0.7548647656345613, 'F': 0.24513523436543874}","{'J': 0.6477633830359325, 'F': 0.35223661696406744}",8.4,6.8
4,J,F,26.9269222191992,27.51823058991816,"{'J': 0.5116507235712534, 'F': 0.48834927642874665}","{'J': 0.4843597262952102, 'F': 0.5156402737047898}",7.4,6.2
5,J,J,33.29851036288977,34.257119275490254,"{'J': 0.6261338563373375, 'F': 0.3738661436626624}","{'J': 0.5736623503542634, 'F': 0.4263376496457366}",8.6,6.0
6,J,J,39.31430412308823,40.30049839576323,"{'J': 0.5078508341511285, 'F': 0.4921491658488714}","{'J': 0.5039100684261975, 'F': 0.49608993157380255}",7.2,6.6
7,J,F,45.29482360360771,46.417381512646344,"{'J': 0.5194805194805194, 'F': 0.4805194805194805}","{'J': 0.5, 'F': 0.5}",6.6,6.2
8,J,J,51.659239969872814,53.250117634022224,"{'J': 0.6407053637031594, 'F': 0.35929463629684055}","{'J': 0.5738025415444771, 'F': 0.426197458455523}",7.0,6.4
9,J,J,58.11098617088588,60.30988869716849,"{'J': 0.6758147512864494, 'F': 0.3241852487135506}","{'J': 0.5889540566959922, 'F': 0.41104594330400784}",7.8,7.2
10,J,J,64.5803336249224,67.50229708046663,"{'J': 0.6960136952800196, 'F': 0.30398630471998045}","{'J': 0.5927192768140728, 'F': 0.4072807231859272}",7.2,6.6
