round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,5.203982246950934,6.307773770515311,"{'J': 0.5351906158357771, 'F': 0.46480938416422285}","{'J': 0.37750611246943766, 'F': 0.6224938875305623}",6.0,6.0
2,F,F,10.80285533894097,10.823876510672623,"{'J': 0.15601710445937692, 'F': 0.8439828955406231}","{'J': 0.31069858329262334, 'F': 0.6893014167073767}",6.2,5.0
3,F,F,16.474525660848123,16.183200383130643,"{'J': 0.36656891495601174, 'F': 0.6334310850439883}","{'J': 0.4111898363058881, 'F': 0.5888101636941119}",6.0,4.8
4,F,F,22.36774290666996,21.371799989079527,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.44930368922550695, 'F': 0.550696310774493}",5.6,5.0
5,F,J,28.633096995191465,26.743720258544798,"{'J': 0.4035173424523693, 'F': 0.5964826575476306}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",5.2,5.6
6,F,J,34.89563892122939,32.651956661589786,"{'J': 0.49217221135029354, 'F': 0.5078277886497065}","{'J': 0.5427872860635696, 'F': 0.4572127139364303}",5.2,4.6
7,J,J,41.19428898841876,38.65134242869381,"{'J': 0.5079442679051577, 'F': 0.4920557320948423}","{'J': 0.550696310774493, 'F': 0.44930368922550695}",6.4,5.0
8,F,F,47.196973027721945,44.380736752995716,"{'J': 0.4532550171316691, 'F': 0.5467449828683308}","{'J': 0.49229640498899485, 'F': 0.5077035950110051}",4.6,6.0
9,F,F,53.21015656069829,50.17455525820703,"{'J': 0.4648714810281518, 'F': 0.5351285189718482}","{'J': 0.49620934213744194, 'F': 0.5037906578625581}",5.6,6.4
10,J,J,59.42597775893517,56.281977218185474,"{'J': 0.5234833659491194, 'F': 0.4765166340508806}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",6.6,4.8
