round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,6.10395797703396,5.376252137796238,"{'J': 0.3960420229660396, 'F': 0.6039579770339604}","{'J': 0.5, 'F': 0.5}",3.6,3.4
2,J,J,13.207856059295342,11.876913287006799,"{'J': 0.5962854349951124, 'F': 0.40371456500488756}","{'J': 0.6824621397166585, 'F': 0.31753786028334147}",4.2,3.4
3,F,J,19.578299776202307,17.62135079051542,"{'J': 0.4689486552567237, 'F': 0.5310513447432763}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",3.2,4.0
4,F,J,26.247164245066777,23.509873379038012,"{'J': 0.5, 'F': 0.5}","{'J': 0.6114774114774115, 'F': 0.38852258852258853}",3.4,4.6
5,J,J,32.96689783050958,29.75522548865455,"{'J': 0.554605423894454, 'F': 0.44539457610554606}","{'J': 0.6223742061553493, 'F': 0.3776257938446507}",2.4,4.0
6,F,J,39.3238981231561,35.623297216584575,"{'J': 0.48839482042511606, 'F': 0.5116051795748839}","{'J': 0.5582417582417583, 'F': 0.44175824175824174}",4.2,2.4
7,J,J,45.88638407657115,41.78318736706848,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.5964826575476306, 'F': 0.4035173424523693}",2.0,3.2
8,J,J,52.38750141350573,47.824542048980206,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",2.8,1.2
9,F,J,58.745310347963276,53.69246792621816,"{'J': 0.48839482042511606, 'F': 0.5116051795748839}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",4.4,3.0
10,J,J,65.4888385344812,59.93437982206264,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",3.4,1.2
