round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,7.12580452691818,5.2850581574866995,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.6893014167073767, 'F': 0.31069858329262334}",4.4,1.0
2,F,J,14.034962861840267,11.051816244742461,"{'J': 0.4881447078953801, 'F': 0.5118552921046199}","{'J': 0.6513447432762837, 'F': 0.3486552567237164}",2.0,1.8
3,F,J,20.808555771506356,16.45396090149626,"{'J': 0.4301785277573979, 'F': 0.5698214722426022}","{'J': 0.626099706744868, 'F': 0.37390029325513197}",2.0,3.0
4,F,J,27.68109970697164,21.935813435327297,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.6442002442002442, 'F': 0.3557997557997558}",3.0,1.8
5,F,J,34.472259288749065,27.410412196391484,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.6297020029311187, 'F': 0.3702979970688813}",2.0,1.6
6,F,J,41.12372276774872,32.81853338367357,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.6039579770339604, 'F': 0.3960420229660396}",2.0,2.4
7,F,J,47.85110222109934,38.35941472997881,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.6188034188034188, 'F': 0.3811965811965812}",3.2,2.6
8,F,J,54.499676104125435,43.8184059409226,"{'J': 0.4340175953079179, 'F': 0.5659824046920822}","{'J': 0.6039579770339604, 'F': 0.3960420229660396}",2.0,1.2
9,F,J,61.22791655182875,49.33455432758928,"{'J': 0.4456123197262283, 'F': 0.5543876802737717}","{'J': 0.6187683284457478, 'F': 0.3812316715542522}",1.8,2.0
10,F,J,67.89215892066154,54.88989223277395,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",1.0,3.2
