round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,8.924978756678946,8.593442830704214,"{'J': 0.8559187171012363, 'F': 0.14408128289876362}","{'J': 0.9032809922404839, 'F': 0.0967190077595161}",4.6,4.2
2,J,J,16.345729501305712,15.880155970123429,"{'J': 0.7056807051909892, 'F': 0.29431929480901076}","{'J': 0.7248289345063539, 'F': 0.2751710654936461}",5.6,2.6
3,J,J,23.216366658176764,22.70042302049216,"{'J': 0.6405676535356006, 'F': 0.3594323464643993}","{'J': 0.6477633830359325, 'F': 0.35223661696406744}",4.0,3.4
4,J,J,30.466859924640247,29.6910170741639,"{'J': 0.6653629919335126, 'F': 0.3346370080664874}","{'J': 0.7024914509037616, 'F': 0.2975085490962384}",4.0,5.0
5,J,J,37.6479669025919,36.63270756278757,"{'J': 0.6585186995844536, 'F': 0.3414813004155463}","{'J': 0.6927210552027357, 'F': 0.3072789447972643}",4.0,5.2
6,J,J,44.68656044314739,43.59833210166644,"{'J': 0.6617790811339198, 'F': 0.33822091886608013}","{'J': 0.6722032242305813, 'F': 0.3277967757694187}",4.0,3.4
7,J,J,51.4843763023553,50.39599582833801,"{'J': 0.6370080664874114, 'F': 0.3629919335125886}","{'J': 0.6370297997068881, 'F': 0.3629702002931119}",5.2,5.4
8,J,J,58.47624012599004,57.55451655701276,"{'J': 0.6893346379647749, 'F': 0.31066536203522505}","{'J': 0.6655265086733447, 'F': 0.33447349132665527}",4.8,3.8
9,J,J,65.3453445410309,64.47367531375679,"{'J': 0.6549278552213255, 'F': 0.3450721447786745}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",5.0,3.6
10,J,J,72.4102465287212,71.6094316501681,"{'J': 0.6859099804305284, 'F': 0.31409001956947163}","{'J': 0.6757879306132422, 'F': 0.3242120693867579}",5.8,4.2
