round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,6.228563419729113,8.027025826879395,"{'J': 0.8266764382557713, 'F': 0.17332356174422867}","{'J': 0.5697532372343025, 'F': 0.4302467627656975}",8.0,7.4
2,F,F,11.113384782672311,13.059742459912773,"{'J': 0.0803249648769165, 'F': 0.9196750351230835}","{'J': 0.05919706914974813, 'F': 0.9408029308502519}",7.0,5.8
3,J,J,17.85858453189652,20.774790839610112,"{'J': 0.7718261297869721, 'F': 0.22817387021302796}","{'J': 0.6332763254336672, 'F': 0.36672367456633276}",7.8,8.6
4,F,F,23.22268983824099,26.04286472553592,"{'J': 0.32075471698113206, 'F': 0.6792452830188679}","{'J': 0.33447349132665527, 'F': 0.6655265086733447}",7.6,6.4
5,J,J,30.349853246735165,34.2851873844312,"{'J': 0.8417706040596723, 'F': 0.1582293959403277}","{'J': 0.6824621397166585, 'F': 0.31753786028334147}",7.8,7.6
6,F,F,36.276201882080755,39.96748800909545,"{'J': 0.4418034795393286, 'F': 0.5581965204606714}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",8.0,7.0
7,J,J,43.129063880438494,47.87358361058946,"{'J': 0.7982391782831988, 'F': 0.20176082171680118}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",7.8,5.8
8,J,J,49.195157867306605,53.885054045854034,"{'J': 0.5038018150600932, 'F': 0.4961981849399068}","{'J': 0.5116051795748839, 'F': 0.48839482042511606}",8.0,7.8
9,F,F,55.086437953305165,59.747620241904606,"{'J': 0.4725654967869501, 'F': 0.52743450321305}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",7.0,6.8
10,J,J,61.4926192739282,67.06590250188003,"{'J': 0.7155468366846494, 'F': 0.28445316331535064}","{'J': 0.5852467024914509, 'F': 0.4147532975085491}",7.8,7.6
