round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,7.517573165475723,6.10056203049495,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.7490838016125092, 'F': 0.25091619838749085}",1.2,2.6
2,J,J,14.464931667504338,12.48124808509912,"{'J': 0.5775714634742243, 'F': 0.4224285365257757}","{'J': 0.6585246702491451, 'F': 0.34147532975085493}",2.2,1.4
3,J,J,21.4335454049098,19.070281949519725,"{'J': 0.6077186126038104, 'F': 0.39228138739618956}","{'J': 0.6619443087445042, 'F': 0.33805569125549584}",3.0,2.6
4,J,J,28.53993040504885,25.757115822118585,"{'J': 0.6225262643537748, 'F': 0.3774737356462253}","{'J': 0.6824621397166585, 'F': 0.31753786028334147}",2.0,1.4
5,J,J,35.744829560607506,32.747767736561414,"{'J': 0.6653639472398633, 'F': 0.3346360527601368}","{'J': 0.6959706959706959, 'F': 0.304029304029304}",1.8,1.0
6,J,J,42.99385293867767,39.689023650049265,"{'J': 0.6585246702491451, 'F': 0.34147532975085493}","{'J': 0.7024914509037616, 'F': 0.2975085490962384}",1.0,1.8
7,J,J,50.00950754197601,46.53133578728665,"{'J': 0.6441837732160313, 'F': 0.35581622678396874}","{'J': 0.6689469826533105, 'F': 0.33105301734668946}",3.4,1.0
8,J,J,57.04839935041944,53.32286399724536,"{'J': 0.6370297997068881, 'F': 0.3629702002931119}","{'J': 0.6723674566332764, 'F': 0.32763254336672365}",1.8,2.6
9,J,J,64.1309101392112,59.82629455671808,"{'J': 0.5964826575476306, 'F': 0.4035173424523693}","{'J': 0.679208404593208, 'F': 0.3207915954067921}",1.8,1.4
10,J,J,71.37608190350763,66.63826755242333,"{'J': 0.6406059125335939, 'F': 0.35939408746640605}","{'J': 0.7024914509037616, 'F': 0.2975085490962384}",1.0,1.8
