round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,2.5397108691772265,7.4685981716144125,"{'J': 0.7981438515081206, 'F': 0.20185614849187936}","{'J': 0.09401709401709402, 'F': 0.905982905982906}",6.0,5.0
2,F,F,7.6512728115084,12.781869515654986,"{'J': 0.304029304029304, 'F': 0.6959706959706959}","{'J': 0.27521367521367524, 'F': 0.7247863247863248}",6.0,5.0
3,F,F,13.124076912688079,18.38461987965831,"{'J': 0.4035173424523693, 'F': 0.5964826575476306}","{'J': 0.3849535906204201, 'F': 0.6150464093795799}",4.4,4.0
4,J,F,18.92750973688807,24.571051820549084,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.4725274725274725, 'F': 0.5274725274725275}",5.6,6.0
5,J,F,24.892449878593418,30.78141097031698,"{'J': 0.5350598582946494, 'F': 0.4649401417053506}","{'J': 0.5, 'F': 0.5}",5.4,4.8
6,J,F,30.77813267419189,36.91165765548301,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",4.4,3.6
7,J,J,36.80593731518979,43.344842338704346,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",5.2,5.0
8,F,F,42.37421818668701,49.07291752321578,"{'J': 0.4340175953079179, 'F': 0.5659824046920822}","{'J': 0.4111898363058881, 'F': 0.5888101636941119}",4.0,3.8
9,J,J,48.38309942994165,55.30163109111978,"{'J': 0.5391006842619745, 'F': 0.4608993157380254}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",5.2,5.4
10,F,F,54.20083583659068,61.31005223500824,"{'J': 0.49608993157380255, 'F': 0.5039100684261975}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",5.2,4.8
