round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,7.3316510185799215,5.80781607837557,"{'J': 0.504029304029304, 'F': 0.495970695970696}","{'J': 0.7217200097727828, 'F': 0.2782799902272172}",1.8,4.4
2,J,J,14.301884245609886,11.998371728463667,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.6619443087445042, 'F': 0.33805569125549584}",4.2,4.6
3,F,J,20.949659213951538,17.457080354148356,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.6038104543234001, 'F': 0.3961895456765999}",3.0,3.0
4,F,J,27.52758360865357,23.033050669710182,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",3.2,3.4
5,J,J,34.32751330045139,28.9269974555251,"{'J': 0.504029304029304, 'F': 0.495970695970696}","{'J': 0.6334554334554334, 'F': 0.3665445665445665}",1.4,2.4
6,F,J,41.21504895624892,34.72622000129205,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",3.2,3.0
7,J,J,48.295623345763225,41.14922337798375,"{'J': 0.5851037851037851, 'F': 0.4148962148962149}","{'J': 0.6790425012212995, 'F': 0.32095749877870056}",3.4,3.8
8,J,J,55.373923020075416,47.35551523597938,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.6790425012212995, 'F': 0.32095749877870056}",4.2,3.6
9,J,J,62.57926126542168,53.52008780026425,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.6992426093330075, 'F': 0.3007573906669924}",2.2,1.4
10,J,J,69.92245355698107,59.584022823316424,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.7217200097727828, 'F': 0.2782799902272172}",3.4,4.6
