round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,6.386846201964558,6.279863233556976,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.5697532372343025, 'F': 0.4302467627656975}",4.6,3.0
2,J,J,12.540483088631087,12.324920132790558,"{'J': 0.5117302052785924, 'F': 0.48826979472140764}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",2.0,2.0
3,F,F,18.144424475327856,18.143363837420015,"{'J': 0.45321280234546785, 'F': 0.5467871976545321}","{'J': 0.4225696140693698, 'F': 0.5774303859306302}",2.0,3.0
4,F,J,24.262216055632557,23.961863944477713,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",3.6,2.6
5,J,J,30.490133264427417,29.97087081855476,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",1.6,3.8
6,J,F,36.335999030605684,36.06370506763901,"{'J': 0.5118437118437118, 'F': 0.48815628815628814}","{'J': 0.4765625, 'F': 0.5234375}",3.8,3.4
7,J,F,42.176899200555454,42.17816255140996,"{'J': 0.5155142926948448, 'F': 0.48448570730515517}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",4.2,1.8
8,J,F,48.01461679244815,48.31606017076294,"{'J': 0.5195503421309873, 'F': 0.4804496578690127}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",2.8,2.6
9,J,F,53.8705835148698,54.47296136333479,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.48034188034188036, 'F': 0.5196581196581197}",3.2,4.4
10,J,F,59.86288744841488,60.519137762064325,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.5, 'F': 0.5}",2.6,3.0
