round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,6.507454374619239,6.266496990676858,"{'J': 0.5543876802737717, 'F': 0.4456123197262283}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",4.4,3.8
2,F,J,13.292961035208673,11.337927404931982,"{'J': 0.3812316715542522, 'F': 0.6187683284457478}","{'J': 0.626099706744868, 'F': 0.37390029325513197}",5.4,4.4
3,J,J,20.045657141775195,17.988034356637733,"{'J': 0.6150464093795799, 'F': 0.3849535906204201}","{'J': 0.6297020029311187, 'F': 0.3702979970688813}",5.8,3.4
4,J,J,26.22026887034421,24.64151244240196,"{'J': 0.6112875641338871, 'F': 0.38871243586611287}","{'J': 0.5428780845345712, 'F': 0.4571219154654288}",4.2,2.2
5,J,J,32.48389362508472,31.699648803276887,"{'J': 0.6757879306132422, 'F': 0.3242120693867579}","{'J': 0.5622862725940401, 'F': 0.43771372740595993}",5.8,3.4
6,J,J,38.521747395881434,38.40555324065047,"{'J': 0.6187683284457478, 'F': 0.3812316715542522}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",5.2,3.8
7,J,J,44.64692996418737,45.24311593631052,"{'J': 0.6406059125335939, 'F': 0.35939408746640605}","{'J': 0.5388373229115779, 'F': 0.46116267708842207}",5.4,3.4
8,J,J,50.92489163477943,51.891443755644374,"{'J': 0.6112875641338871, 'F': 0.38871243586611287}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",5.0,3.8
9,J,J,57.096711550607935,58.56844194538794,"{'J': 0.6150464093795799, 'F': 0.3849535906204201}","{'J': 0.5428780845345712, 'F': 0.4571219154654288}",6.6,3.6666666666666665
10,J,J,63.495691137451246,65.28309268119327,"{'J': 0.6225262643537748, 'F': 0.3774737356462253}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",3.6,4.6
