round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,8.001471463009926,5.473266334804796,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.8376068376068376, 'F': 0.1623931623931624}",4.0,4.0
2,F,J,14.804564129399294,11.259264984100149,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.6334554334554334, 'F': 0.3665445665445665}",3.8,3.8
3,F,J,21.59742661078156,16.681820282571422,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.6297020029311187, 'F': 0.3702979970688813}",4.0,3.4
4,F,J,28.569756544831392,22.356477555409725,"{'J': 0.4765625, 'F': 0.5234375}","{'J': 0.6619443087445042, 'F': 0.33805569125549584}",3.8,4.0
5,F,J,35.64025708549655,27.819748003256123,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.6790425012212995, 'F': 0.32095749877870056}",4.4,1.8
6,F,J,42.802467127530726,33.06815047198101,"{'J': 0.4225696140693698, 'F': 0.5774303859306302}","{'J': 0.6959706959706959, 'F': 0.304029304029304}",3.4,3.4
7,F,J,49.57902712509708,38.3924346771641,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",4.2,3.6
8,F,J,56.59093925357003,43.78781897044776,"{'J': 0.43785103785103785, 'F': 0.5621489621489622}","{'J': 0.6687835857352222, 'F': 0.3312164142647777}",3.2,1.8
9,F,J,63.734550228583444,49.013012749564744,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.6927210552027357, 'F': 0.3072789447972643}",5.0,3.4
10,F,J,70.7846202877422,54.2368407987043,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.6757879306132422, 'F': 0.3242120693867579}",4.8,4.6
