round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,7.733911363361912,3.089466918917468,"{'J': 0.1824175824175824, 'F': 0.8175824175824176}","{'J': 0.8459096459096459, 'F': 0.1540903540903541}",2.6,1.2
2,F,J,15.371411363361911,8.695369696695245,"{'J': 0.484375, 'F': 0.515625}","{'J': 0.7746031746031746, 'F': 0.2253968253968254}",3.2,3.4
3,F,J,22.584654126677954,14.4356167481294,"{'J': 0.49206349206349204, 'F': 0.5079365079365079}","{'J': 0.7024914509037616, 'F': 0.2975085490962384}",3.2,3.6
4,J,J,29.78937855493661,20.572051127022476,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.6992665036674817, 'F': 0.30073349633251834}",3.4,1.4
5,F,J,36.30467533070603,26.43593348535174,"{'J': 0.4921875, 'F': 0.5078125}","{'J': 0.5852467024914509, 'F': 0.4147532975085491}",3.4,2.2
6,J,J,43.00739968968039,32.55312766270217,"{'J': 0.53515625, 'F': 0.46484375}","{'J': 0.6188034188034188, 'F': 0.3811965811965812}",2.2,4.2
7,F,J,49.592928409454345,38.3530213693863,"{'J': 0.48424908424908425, 'F': 0.5157509157509158}","{'J': 0.5964826575476306, 'F': 0.4035173424523693}",1.8,1.2
8,J,J,56.38574398113706,44.48460214566337,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.6334310850439883, 'F': 0.36656891495601174}",2.4,1.6
9,J,J,62.954716473118836,50.54315329976899,"{'J': 0.5235653235653236, 'F': 0.4764346764346764}","{'J': 0.5964826575476306, 'F': 0.4035173424523693}",3.4,2.2
10,J,J,69.67448605979101,56.78759313558625,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.6223742061553493, 'F': 0.3776257938446507}",2.4,4.0
