round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,-0.2891109189744385,-0.039506445219209735,"{'J': 0.7690613144046017, 'F': 0.23093868559539835}","{'J': 0.6442590775269872, 'F': 0.35574092247301276}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
2,J,J,-0.5545091811087708,-0.2907467067254701,"{'J': 0.6441342150379623, 'F': 0.3558657849620377}","{'J': 0.6370552147239263, 'F': 0.3629447852760736}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
3,J,J,-0.9007033626912642,-0.6142212432997103,"{'J': 0.5964740450538688, 'F': 0.40352595494613125}","{'J': 0.5851142225497421, 'F': 0.4148857774502579}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
4,J,J,-1.183812002817246,-0.9122614192133667,"{'J': 0.6150832517140059, 'F': 0.38491674828599415}","{'J': 0.6225490196078431, 'F': 0.37745098039215685}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
5,J,J,-1.5176090797677517,-1.3694835317160154,"{'J': 0.5233782129742962, 'F': 0.4766217870257038}","{'J': 0.5850907307503679, 'F': 0.4149092692496322}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
6,J,J,-1.7910223347609011,-1.8419720141515605,"{'J': 0.5155446756425949, 'F': 0.4844553243574051}","{'J': 0.6150822893637927, 'F': 0.38491771063620733}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
7,J,J,-2.1077030751128194,-2.3208728973704025,"{'J': 0.5116279069767442, 'F': 0.4883720930232558}","{'J': 0.592737978410206, 'F': 0.4072620215897939}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
8,F,J,-2.4556151580738246,-2.8786931435200898,"{'J': 0.46878824969400246, 'F': 0.5312117503059975}","{'J': 0.5737423312883435, 'F': 0.42625766871165643}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
9,J,J,-2.56516708472823,-3.0296573252067285,"{'J': 0.7342331288343559, 'F': 0.2657668711656442}","{'J': 0.7549392563504724, 'F': 0.24506074364952754}",7.0,7.2,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0
10,J,J,-2.6756152608151633,-3.108054176007084,"{'J': 0.790583619421285, 'F': 0.20941638057871506}","{'J': 0.7745579567779961, 'F': 0.22544204322200392}",7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0
