round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,-0.8052020794189503,-0.07535352055231614,"{'J': 0.6790425012212995, 'F': 0.32095749877870056}","{'J': 0.31411822178798243, 'F': 0.6858817782120176}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
2,J,F,-1.4209021469576943,-0.5590640462347461,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.44170129552676607, 'F': 0.5582987044732339}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
3,F,F,-2.128217877929403,-1.1362060235096205,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.39985326485693323, 'F': 0.6001467351430667}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
4,J,F,-2.8042124378843822,-1.5257099366454532,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.4073164743432359, 'F': 0.5926835256567641}",6.0,5.2,4.0,6.0,7.0,8.0,5.0,4.0,5.0,6.0,8.0,3.0
5,J,F,-3.511157599768066,-2.0173493592191347,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.39613408367996084, 'F': 0.6038659163200392}",6.0,5.2,4.0,6.0,7.0,8.0,5.0,4.0,5.0,6.0,8.0,3.0
6,F,F,-4.314899719752585,-2.580182400306324,"{'J': 0.4726295210166178, 'F': 0.5273704789833822}","{'J': 0.3521749815679528, 'F': 0.6478250184320472}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
7,J,F,-4.967545788299545,-3.046715555752696,"{'J': 0.5155294693078992, 'F': 0.4844705306921008}","{'J': 0.4224730127576055, 'F': 0.5775269872423945}",5.2,5.2,4.0,5.0,6.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
8,F,F,-5.673422577081614,-3.6069413377783546,"{'J': 0.4726295210166178, 'F': 0.5273704789833822}","{'J': 0.39980401763841256, 'F': 0.6001959823615874}",5.2,5.2,4.0,5.0,6.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
9,J,F,-6.280221192046978,-4.0656706856482785,"{'J': 0.5195694716242661, 'F': 0.48043052837573386}","{'J': 0.44553483807654565, 'F': 0.5544651619234544}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
10,J,F,-6.961187701908443,-4.514632390653098,"{'J': 0.5233553436047933, 'F': 0.47664465639520665}","{'J': 0.4073529411764706, 'F': 0.5926470588235294}",5.2,5.2,4.0,5.0,6.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
